year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay
2008,2,5,2,NA,700,NA,902,OH,5098,"",NA,122,NA,NA,NA,CLT,LGA,544,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,7,25,5,1837,1835,2049,2052,DL,1061,N654DL,312,317,287,-3,2,ATL,SEA,2182,8,17,0,"",0,NA,NA,NA,NA,NA
2008,4,30,3,1100,1055,1217,1220,B6,66,N509JB,77,85,57,-3,5,JFK,BUF,301,2,18,0,"",0,NA,NA,NA,NA,NA
2008,11,27,4,919,920,1156,1210,WN,1509,N204WN,97,110,87,-14,-1,MDW,ALB,717,3,7,0,"",0,NA,NA,NA,NA,NA
2008,12,22,1,1913,1852,2125,2109,OO,5985,N944SW,72,77,50,16,21,ORD,LEX,323,6,16,0,"",0,3,0,0,0,13
2008,2,17,7,1853,1745,2024,1925,WN,1472,N656SW,91,100,75,59,68,OAK,PDX,543,4,12,0,"",0,0,0,3,0,56
2008,7,9,3,1216,1225,1231,1250,9E,5962,85779E,75,85,57,-19,-9,TYS,MEM,342,10,8,0,"",0,NA,NA,NA,NA,NA
2008,4,30,3,549,600,652,700,AS,697,N549AS,63,60,39,-8,-11,GEG,SEA,224,6,18,0,"",0,NA,NA,NA,NA,NA
2008,4,25,5,620,630,917,933,XE,2142,N13995,117,123,101,-16,-10,MKE,EWR,725,8,8,0,"",0,NA,NA,NA,NA,NA
2008,5,27,2,1559,1559,1811,1753,YV,2619,N917FJ,132,114,79,18,0,JFK,CLT,541,7,46,0,"",0,0,0,18,0,0
2008,1,8,2,1512,1520,1829,1837,F9,539,N812FR,137,137,119,-8,-8,DEN,MDW,895,8,10,0,"",0,NA,NA,NA,NA,NA
2008,9,22,1,1217,1225,1302,1318,EV,4713,N828AS,45,53,26,-16,-8,CHA,ATL,106,10,9,0,"",0,NA,NA,NA,NA,NA
2008,3,16,7,2045,1935,2157,2055,AA,504,N575AA,72,80,57,62,70,DFW,MSY,448,3,12,0,"",0,39,0,0,0,23
2008,10,15,3,1905,1650,14,2101,UA,982,N835UA,249,191,149,193,135,IAH,IAD,1190,5,95,0,"",0,8,0,58,0,127
2008,4,26,6,1639,1645,1857,1914,XE,7700,N11165,78,89,63,-17,-6,RNO,SLC,422,6,9,0,"",0,NA,NA,NA,NA,NA
2008,10,2,4,1631,1540,1800,1711,US,471,N820AW,89,91,70,49,51,SFO,LAS,414,7,12,0,"",0,10,0,0,0,39
2008,5,21,3,1420,1420,1633,1640,OO,5914,N903SW,73,80,48,-7,0,ORD,LEX,323,8,17,0,"",0,NA,NA,NA,NA,NA
2008,2,17,7,1618,1620,2001,2005,AS,714,N756AS,163,165,144,-4,-2,SEA,PHX,1107,7,12,0,"",0,NA,NA,NA,NA,NA
2008,8,1,5,818,810,1119,1120,WN,187,N230WN,121,130,107,-1,8,BNA,FLL,793,4,10,0,"",0,NA,NA,NA,NA,NA
2008,12,7,7,742,745,1023,910,MQ,3852,N616MQ,NA,85,NA,NA,-3,SGF,DFW,364,4,9,0,"",1,NA,NA,NA,NA,NA
2008,1,20,7,1733,1735,1926,1935,XE,2281,N14953,113,120,96,-9,-2,IAH,MCI,643,6,11,0,"",0,NA,NA,NA,NA,NA
2008,12,11,4,921,920,1236,1230,XE,1224,N15572,135,130,105,6,1,ORD,EWR,719,7,23,0,"",0,NA,NA,NA,NA,NA
2008,10,15,3,1034,1045,1253,1256,NW,113,N325US,199,191,173,-3,-11,BOS,MSP,1124,6,20,0,"",0,NA,NA,NA,NA,NA
2008,7,24,4,747,745,1034,1049,CO,376,N11206,167,184,147,-15,2,EWR,RSW,1068,3,17,0,"",0,NA,NA,NA,NA,NA
2008,12,28,7,1744,1720,1902,1851,B6,1076,N206JB,78,91,55,11,24,RIC,JFK,288,13,10,0,"",0,NA,NA,NA,NA,NA
2008,3,31,1,1517,1510,1756,1745,FL,586,N943AT,159,155,133,11,7,MCO,ROC,1033,7,19,0,"",0,NA,NA,NA,NA,NA
2008,7,19,6,1743,1745,1915,1926,EV,4653,N904EV,92,101,65,-11,-2,ATL,DAY,432,4,23,0,"",0,NA,NA,NA,NA,NA
2008,10,17,5,1040,1040,1155,1201,YV,2615,N935LR,75,81,57,-6,0,IAD,CLT,321,8,10,0,"",0,NA,NA,NA,NA,NA
2008,10,28,2,1302,1303,1433,1454,UA,562,N381UA,91,111,78,-21,-1,SFO,PDX,550,2,11,0,"",0,NA,NA,NA,NA,NA
2008,5,11,7,1221,1225,1253,1302,HA,166,N479HA,32,37,21,-9,-4,HNL,OGG,100,4,7,0,"",0,NA,NA,NA,NA,NA
2008,8,31,7,1248,1252,1326,1332,OO,5744,N220SW,38,40,22,-6,-4,CLD,LAX,86,5,11,0,"",0,NA,NA,NA,NA,NA
2008,2,27,3,700,700,812,815,WN,265,N755SA,72,75,51,-3,0,BUR,OAK,325,3,18,0,"",0,NA,NA,NA,NA,NA
2008,9,19,5,921,925,1110,1050,9E,5725,89059E,109,85,60,20,-4,MEM,PNS,355,7,42,0,"",0,0,0,20,0,0
2008,11,25,2,833,840,843,855,EV,5217,N924EV,70,75,49,-12,-7,ATL,MOB,302,3,18,0,"",0,NA,NA,NA,NA,NA
2008,10,29,3,2226,2235,2314,2325,AA,2458,N502AA,48,50,32,-11,-9,DFW,OKC,175,5,11,0,"",0,NA,NA,NA,NA,NA
2008,3,19,3,757,800,1049,1100,FL,887,N988AT,172,180,158,-11,-3,BUF,RSW,1144,5,9,0,"",0,NA,NA,NA,NA,NA
2008,8,2,6,1348,1350,1907,1915,WN,3028,N279WN,199,205,180,-8,-2,PHX,MDW,1444,10,9,0,"",0,NA,NA,NA,NA,NA
2008,7,28,1,1551,1554,1648,1645,MQ,3082,N253AE,57,51,32,3,-3,SBA,LAX,89,7,18,0,"",0,NA,NA,NA,NA,NA
2008,8,27,3,1310,1314,1431,1432,DL,1598,N3763D,81,78,55,-1,-4,ATL,RDU,356,7,19,0,"",0,NA,NA,NA,NA,NA
2008,8,29,5,2100,2105,2114,2132,EV,4823,N917EV,74,87,58,-18,-5,CVG,MEM,403,5,11,0,"",0,NA,NA,NA,NA,NA
2008,7,9,3,641,640,821,810,WN,1799,N662SW,100,90,64,11,1,SAN,OAK,446,4,32,0,"",0,NA,NA,NA,NA,NA
2008,10,28,2,1659,1640,1934,1920,WN,1558,N274WN,155,160,142,14,19,MCO,PVD,1073,5,8,0,"",0,NA,NA,NA,NA,NA
2008,7,26,6,650,700,747,753,XE,3060,N13989,57,53,40,-6,-10,GRR,CLE,214,6,11,0,"",0,NA,NA,NA,NA,NA
2008,12,22,1,1908,1821,2208,2138,DL,1463,N937DL,180,197,151,30,47,LGA,FLL,1076,5,24,0,"",0,6,0,0,0,24
2008,10,27,1,805,810,907,910,AA,1347,N410AA,62,60,41,-3,-5,AUS,DFW,190,11,10,0,"",0,NA,NA,NA,NA,NA
2008,2,14,4,832,830,1014,1015,NW,348,N764NC,102,105,79,-1,2,MEM,ORD,491,6,17,0,"",0,NA,NA,NA,NA,NA
2008,5,26,1,725,730,1000,1016,DL,1863,N621DL,155,166,119,-16,-5,LGA,MCO,950,5,31,0,"",0,NA,NA,NA,NA,NA
2008,4,19,6,1221,1227,1459,1504,FL,585,N975AT,158,157,143,-5,-6,ROC,MCO,1033,6,9,0,"",0,NA,NA,NA,NA,NA
2008,4,14,1,715,721,849,849,YV,2728,N77260,94,88,59,0,-6,PHX,LGB,355,11,24,0,"",0,NA,NA,NA,NA,NA
2008,7,21,1,1920,1925,2024,2035,MQ,3163,N822AE,64,70,47,-11,-5,LAX,MRY,267,5,12,0,"",0,NA,NA,NA,NA,NA
2008,3,28,5,1336,1340,1423,1427,OO,5752,N561SW,47,47,26,-4,-4,LAX,CLD,86,4,17,0,"",0,NA,NA,NA,NA,NA
2008,10,24,5,1052,1043,1340,1232,FL,83,N953AT,168,109,98,68,9,IAD,ATL,533,10,60,0,"",0,0,0,59,0,9
2008,7,28,1,1831,1745,2102,2015,WN,3685,N507SW,91,90,73,47,46,ELP,AUS,528,5,13,0,"",0,0,0,1,0,46
2008,4,22,2,1630,1630,1851,1847,OO,4016,N805SK,261,257,235,4,0,PIT,SLC,1659,6,20,0,"",0,NA,NA,NA,NA,NA
2008,2,26,2,1330,1257,1614,1546,UA,548,N314UA,104,109,85,28,33,SFO,SLC,599,3,16,0,"",0,0,0,0,0,28
2008,5,8,4,1556,1600,1715,1720,US,2134,N754UW,79,80,39,-5,-4,LGA,BOS,185,4,36,0,"",0,NA,NA,NA,NA,NA
2008,8,24,7,1908,1815,2117,2031,EV,4393,N850AS,69,76,39,46,53,BNA,ATL,214,18,12,0,"",0,0,46,0,0,0
2008,6,7,6,1257,1303,2142,2130,UA,82,N671UA,345,327,314,12,-6,HNL,LAX,2556,10,21,0,"",0,NA,NA,NA,NA,NA
2008,9,14,7,814,815,1335,1355,WN,807,N276WN,201,220,187,-20,-1,LAS,BNA,1588,6,8,0,"",0,NA,NA,NA,NA,NA
2008,6,19,4,719,720,800,814,US,1846,N701UW,41,54,29,-14,-1,MYR,CLT,156,4,8,0,"",0,NA,NA,NA,NA,NA
2008,12,24,3,1805,1735,1940,1905,WN,727,N461WN,95,90,69,35,30,LAS,SMF,397,5,21,0,"",0,0,0,11,0,24
2008,9,11,4,826,830,913,920,WN,1733,N687SW,47,50,35,-7,-4,SAT,HRL,233,2,10,0,"",0,NA,NA,NA,NA,NA
2008,9,16,2,1903,1710,2046,1902,AS,673,N596AS,163,172,133,104,113,DEN,SEA,1024,4,26,0,"",0,0,0,0,0,104
2008,10,1,3,600,600,700,710,WN,237,N258WN,60,70,48,-10,0,LAX,SJC,308,3,9,0,"",0,NA,NA,NA,NA,NA
2008,4,6,7,1342,1350,1716,1715,NW,1657,N326NB,154,145,130,1,-8,MSP,RDU,981,9,15,0,"",0,NA,NA,NA,NA,NA
2008,1,21,1,2008,1825,2308,2045,MQ,4392,N690AE,240,200,168,143,103,JFK,ORD,740,11,61,0,"",0,0,0,143,0,0
2008,6,20,5,1055,1105,1200,1215,OH,5586,N814CA,65,70,42,-15,-10,BWI,JFK,184,10,13,0,"",0,NA,NA,NA,NA,NA
2008,5,3,6,1606,1605,1716,1730,WN,2026,N395SW,70,85,57,-14,1,LAS,RNO,345,3,10,0,"",0,NA,NA,NA,NA,NA
2008,2,1,5,1808,1805,1937,1935,WN,2537,N241WN,89,90,75,2,3,SAN,SMF,480,3,11,0,"",0,NA,NA,NA,NA,NA
2008,5,16,5,709,710,802,810,WN,554,N298WN,53,60,42,-8,-1,SAT,DAL,248,3,8,0,"",0,NA,NA,NA,NA,NA
2008,1,5,6,2329,2047,133,2252,UA,216,N377UA,124,125,105,161,162,DEN,BOI,649,4,15,0,"",0,104,0,0,0,57
2008,3,26,3,821,825,1325,1338,UA,348,N854UA,184,193,157,-13,-4,DEN,IAD,1452,4,23,0,"",0,NA,NA,NA,NA,NA
2008,5,12,1,1931,1937,2144,2159,UA,1156,N822UA,73,82,56,-15,-6,DEN,ICT,419,4,13,0,"",0,NA,NA,NA,NA,NA
2008,8,28,4,559,605,742,756,NW,1564,N358NB,103,111,87,-14,-6,SAT,MEM,625,4,12,0,"",0,NA,NA,NA,NA,NA
2008,12,4,4,1348,1133,1455,1250,9E,2644,87189E,67,77,48,125,135,BTR,MEM,319,10,9,0,"",0,0,0,0,0,125
2008,2,6,3,1255,1240,1352,1340,WN,1550,N335SW,57,60,44,12,15,STL,MCI,237,7,6,0,"",0,NA,NA,NA,NA,NA
2008,10,4,6,1107,1100,1258,1310,WN,1869,N288WN,171,190,154,-12,7,FLL,MDW,1166,5,12,0,"",0,NA,NA,NA,NA,NA
2008,12,17,3,1253,1240,1508,1500,WN,2215,N776WN,75,80,61,8,13,RNO,SLC,422,3,11,0,"",0,NA,NA,NA,NA,NA
2008,5,21,3,2011,2016,2112,2107,YV,2657,N938LR,121,111,87,5,-5,CLT,MEM,512,7,27,0,"",0,NA,NA,NA,NA,NA
2008,1,3,4,1147,1150,1533,1549,YV,7268,N516LR,166,179,144,-16,-3,IAH,IAD,1190,8,14,0,"",0,NA,NA,NA,NA,NA
2008,9,24,3,1156,1158,1256,1300,OO,5446,N292SW,60,62,45,-4,-2,SBP,SFO,191,5,10,0,"",0,NA,NA,NA,NA,NA
2008,3,26,3,1935,1935,2151,2158,OH,5485,N812CA,136,143,112,-7,0,CVG,BGR,906,8,16,0,"",0,NA,NA,NA,NA,NA
2008,6,21,6,1753,1718,1949,1909,UA,903,N772UA,236,231,189,40,35,IAD,DEN,1452,7,40,0,"",0,35,0,5,0,0
2008,7,30,3,1604,1604,1714,1718,YV,2651,N919FJ,70,74,56,-4,0,SAV,CLT,213,5,9,0,"",0,NA,NA,NA,NA,NA
2008,11,27,4,903,905,1021,1045,AA,1237,N4WAAA,198,220,182,-24,-2,DFW,RNO,1345,4,12,0,"",0,NA,NA,NA,NA,NA
2008,12,18,4,1426,1425,1656,1655,B6,343,N597JB,150,150,129,1,1,IAD,RSW,890,4,17,0,"",0,NA,NA,NA,NA,NA
2008,4,21,1,459,500,624,650,YV,2601,N942LR,85,110,72,-26,-1,EWR,CLT,529,4,9,0,"",0,NA,NA,NA,NA,NA
2008,9,25,4,1500,1505,1629,1637,FL,195,N284AT,89,92,64,-8,-5,IND,ATL,432,11,14,0,"",0,NA,NA,NA,NA,NA
2008,10,9,4,1540,1520,1805,1746,DL,845,N629DL,145,146,113,19,20,EWR,ATL,745,10,22,0,"",0,8,0,0,0,11
2008,8,12,2,2152,2140,2246,2243,EV,4506,N719EV,54,63,32,3,12,ATL,AVL,164,3,19,0,"",0,NA,NA,NA,NA,NA
2008,3,27,4,1309,1310,2124,2120,UA,44,N668UA,315,310,283,4,-1,OGG,LAX,2486,16,16,0,"",0,NA,NA,NA,NA,NA
2008,3,13,4,1925,1930,2037,2050,MQ,4013,N925AE,132,140,109,-13,-5,BWI,ORD,622,12,11,0,"",0,NA,NA,NA,NA,NA
2008,10,17,5,1927,1916,2031,2015,NW,1119,N773NC,64,59,30,16,11,DTW,CMH,155,4,30,0,"",0,11,0,5,0,0
2008,12,22,1,1609,1611,1645,1648,HA,544,N489HA,36,37,21,-3,-2,HNL,OGG,100,5,10,0,"",0,NA,NA,NA,NA,NA
2008,1,17,4,1422,1345,1515,1445,AA,1587,N442AA,53,60,39,30,37,DFW,AUS,190,3,11,0,"",0,6,0,0,0,24
2008,4,1,2,1547,1549,1822,1820,FL,393,N993AT,155,151,141,2,-2,RSW,IND,946,5,9,0,"",0,NA,NA,NA,NA,NA
2008,8,1,5,1741,1745,1858,1907,OO,6727,N953SW,77,82,62,-9,-4,ABQ,DEN,349,7,8,0,"",0,NA,NA,NA,NA,NA
2008,2,3,7,955,1007,1301,1325,EV,4451,N914EV,126,138,111,-24,-12,GRB,ATL,774,6,9,0,"",0,NA,NA,NA,NA,NA
2008,2,8,5,1120,1100,1248,1227,AS,690,N778AS,88,87,64,21,20,SFO,PSP,421,4,20,0,"",0,0,0,1,0,20
2008,5,20,2,1824,1810,1955,1948,OO,6629,N923SW,151,158,133,7,14,DEN,SBA,916,4,14,0,"",0,NA,NA,NA,NA,NA
2008,2,20,3,1946,1940,2104,2113,EV,4196,N829AS,138,153,124,-9,6,ATL,GRK,803,3,11,0,"",0,NA,NA,NA,NA,NA
2008,1,25,5,1814,1802,1956,1916,EV,4805,N708EV,162,134,137,40,12,ATL,OKC,761,13,12,0,"",0,12,0,28,0,0
2008,2,3,7,1022,1026,1235,1233,FL,995,N994AT,133,127,111,2,-4,PIT,MCO,834,6,16,0,"",0,NA,NA,NA,NA,NA
2008,5,20,2,1555,1600,1606,1613,UA,303,N928UA,71,73,54,-7,-5,IND,ORD,177,3,14,0,"",0,NA,NA,NA,NA,NA
2008,5,28,3,1925,1925,2019,2026,MQ,3009,N240DS,54,61,37,-7,0,LAX,SBP,155,1,16,0,"",0,NA,NA,NA,NA,NA
2008,6,21,6,1941,1940,2252,2300,MQ,3747,N931AE,131,140,114,-8,1,DFW,GSP,862,2,15,0,"",0,NA,NA,NA,NA,NA
2008,10,24,5,2233,2150,30,2337,YV,7235,N508MJ,117,107,88,53,43,IAD,ATL,533,11,18,0,"",0,53,0,0,0,0
2008,9,24,3,1940,1945,2019,2031,OO,3819,N910EV,99,106,84,-12,-5,SLC,ONT,558,5,10,0,"",0,NA,NA,NA,NA,NA
2008,10,1,3,1823,1830,2133,2155,AA,197,N5DRAA,370,385,347,-22,-7,BOS,SFO,2704,6,17,0,"",0,NA,NA,NA,NA,NA
2008,3,30,7,2241,2230,2350,2348,US,1002,N124US,69,78,50,2,11,CLT,JAX,329,5,14,0,"",0,NA,NA,NA,NA,NA
2008,5,6,2,1526,1530,1847,1900,WN,1677,N406WN,141,150,125,-13,-4,SAT,MCO,1040,6,10,0,"",0,NA,NA,NA,NA,NA
2008,10,5,7,1515,1505,1643,1635,MQ,4228,N610MQ,88,90,67,8,10,ORD,SGF,438,3,18,0,"",0,NA,NA,NA,NA,NA
2008,11,25,2,1000,1004,1401,1358,YV,2816,N926LR,181,174,139,3,-4,PHX,DSM,1149,4,38,0,"",0,NA,NA,NA,NA,NA
2008,3,18,2,NA,1620,NA,1925,DL,8,N904DE,NA,125,NA,NA,NA,IAH,ATL,689,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,11,29,6,1156,1201,1501,1455,UA,211,N377UA,185,174,172,6,-5,ORD,IAH,925,5,8,0,"",0,NA,NA,NA,NA,NA
2008,4,29,2,822,820,918,920,WN,1326,N743SW,56,60,46,-2,2,SJC,BUR,296,2,8,0,"",0,NA,NA,NA,NA,NA
2008,11,26,3,741,745,1017,1038,US,137,N602AW,336,353,303,-21,-4,JFK,LAS,2248,3,30,0,"",0,NA,NA,NA,NA,NA
2008,6,10,2,2057,2105,2330,2359,OO,6748,N917SW,93,114,79,-29,-8,DEN,FAR,627,5,9,0,"",0,NA,NA,NA,NA,NA
2008,4,3,4,912,915,1030,1025,MQ,4227,N652RS,78,70,53,5,-3,DSM,ORD,299,6,19,0,"",0,NA,NA,NA,NA,NA
2008,5,11,7,1111,1110,1421,1433,CO,1448,N37293,130,143,116,-12,1,IAH,FLL,965,6,8,0,"",0,NA,NA,NA,NA,NA
2008,7,28,1,923,905,1152,1139,EV,4369,N843AS,89,94,70,13,18,STL,ATL,483,6,13,0,"",0,NA,NA,NA,NA,NA
2008,7,2,3,1945,1955,2143,2144,NW,1567,N314US,118,109,89,-1,-10,MEM,SAT,625,4,25,0,"",0,NA,NA,NA,NA,NA
2008,12,27,6,1054,1050,1220,1225,WN,2305,N912WN,86,95,69,-5,4,LAS,OAK,407,7,10,0,"",0,NA,NA,NA,NA,NA
2008,12,14,7,1853,1900,2027,2020,US,2184,N746UW,94,80,59,7,-7,DCA,LGA,214,6,29,0,"",0,NA,NA,NA,NA,NA
2008,3,1,6,1902,1905,2020,2033,F9,427,N939FR,198,208,172,-13,-3,ATL,DEN,1199,6,20,0,"",0,NA,NA,NA,NA,NA
2008,12,17,3,1911,1850,2026,2007,DL,57,N964DL,135,137,104,19,21,ATL,IAH,689,5,26,0,"",0,4,0,0,0,15
2008,7,14,1,839,845,1124,1140,US,486,N302AW,105,115,82,-16,-6,PHX,DEN,602,9,14,0,"",0,NA,NA,NA,NA,NA
2008,11,17,1,1949,1950,2148,2153,9E,2665,87759E,59,63,36,-5,-1,MEM,CHA,271,5,18,0,"",0,NA,NA,NA,NA,NA
2008,9,2,2,915,923,1051,1055,US,49,N903AW,96,92,69,-4,-8,SFO,LAS,414,4,23,0,"",0,NA,NA,NA,NA,NA
2008,10,17,5,1334,1337,1549,1555,OO,5880,N712SK,75,78,57,-6,-3,DEN,LNK,423,3,15,0,"",0,NA,NA,NA,NA,NA
2008,8,11,1,630,630,901,905,WN,2187,N912WN,151,155,135,-4,0,ISP,MCO,972,7,9,0,"",0,NA,NA,NA,NA,NA
2008,3,12,3,2331,2332,654,704,US,278,N663AW,263,272,239,-10,-1,LAS,BWI,2106,9,15,0,"",0,NA,NA,NA,NA,NA
2008,12,27,6,608,600,823,835,XE,2309,N12195,195,215,174,-12,8,PIT,IAH,1117,9,12,0,"",0,NA,NA,NA,NA,NA
2008,7,18,5,2025,1803,2257,1953,OO,5858,N986SW,152,110,77,184,142,XNA,ORD,522,7,68,0,"",0,0,0,184,0,0
2008,4,9,3,1406,1410,1558,1545,XE,3094,N13956,112,95,78,13,-4,ALB,CLE,424,7,27,0,"",0,NA,NA,NA,NA,NA
2008,4,8,2,1233,1215,1342,1325,WN,2178,N779SW,69,70,47,17,18,SAN,PHX,304,5,17,0,"",0,0,0,0,0,17
2008,2,28,4,1333,1339,1632,1639,9E,5869,80059E,119,120,93,-7,-6,OMA,DTW,651,8,18,0,"",0,NA,NA,NA,NA,NA
2008,8,20,3,2043,2045,2204,2217,US,1571,N441US,81,92,54,-13,-2,PHL,MHT,290,4,23,0,"",0,NA,NA,NA,NA,NA
2008,5,29,4,1707,1611,1850,1820,NW,1015,N762NW,103,129,86,30,56,BDL,DTW,548,3,14,0,"",0,4,0,0,0,26
